recommendationid,review,sentiment,emotion
173806871,TO WARRRRRR !! Enjoyed.,"[{'label': '4 stars', 'score': 0.502285361289978}]","[{'label': 'joy', 'score': 0.9105218648910522}]"
173752601,"It's a difficult game but the fun is in building your self-sustaining settlement with thick enough walls and a defense force to weather the storm of enemies. It's cozy in a way, and scratches that old itch that Stronghold used to scratch for me.","[{'label': '3 stars', 'score': 0.4944422245025635}]","[{'label': 'joy', 'score': 0.7309982180595398}]"
173728450,Bombarding peasants with tribuchets bring me so much dopamine,"[{'label': '5 stars', 'score': 0.3891456425189972}]","[{'label': 'neutral', 'score': 0.43908998370170593}]"
173476102,"If you like what you see in the video and screenshots you can buy with confidence. There are some factors which may give some people pause for thought where others will be pleased to see. Among these are:- 1. Maps are proceduraly generated - Although you'll start a map in the same location with the same rules the map will be different every time. This can cause a map to be easy on one play through and then mind meltingley hard on the next. 2. Not always clear how hard a map is going to be - Although there's 1 or 2 maps which are almost always an easy start, it's not immediately clear what you're walking into. This, however, may be down to me being a little dumb/menu blind. 3. The horde is real! You're not going to be going up against the massive numbers and diverse enemies you're seeing right away. This game is hard (at least for me) and it took lots of failed attempts before I got to a point where I was defending against these huge armies with a well appointed base.","[{'label': '4 stars', 'score': 0.5151163935661316}]","[{'label': 'neutral', 'score': 0.897730827331543}]"
173413117,Great game love the cute little style reminds me of my kids. Adorable weren't they? This game reminded me that Diplomacy is Not an Option and also that Custody of My Kids is Not an Option.,"[{'label': '5 stars', 'score': 0.70694500207901}]","[{'label': 'joy', 'score': 0.6602305173873901}]"
173390081,great RTS with solid difficulty and randomization for replayability,"[{'label': '5 stars', 'score': 0.642726480960846}]","[{'label': 'neutral', 'score': 0.5782445073127747}]"
173329085,"Strategy, Horde Mode, Tower Defense and City Building all wrapped in a nice a cohesive real-time action bundle.","[{'label': '4 stars', 'score': 0.5021121501922607}]","[{'label': 'neutral', 'score': 0.8564008474349976}]"
173281426,"9.9/10 recommend this game some lacking features that i hope they add (unsure if they plan to or not) - an xp system for troops buffing their stats for the long game via kills (even perks that could be chosen!) - different skins/civilisation themes for structures to add to the building variety once you have a large settlement going besides those 2 things i think the game needs it is a beautiful masterpiece of large scale battles and city building that will only get better with future updates i hope! yours truly, ODIPUSMESS","[{'label': '4 stars', 'score': 0.5361936688423157}]","[{'label': 'neutral', 'score': 0.3678666949272156}]"
173263216,With 13 hours on the game I can say its worth the buy with or with out sale what is even better the full release is in october.{ DEVS if you are reading this take the time that you need to develop the gaqme as best as you can thank you :) },"[{'label': '5 stars', 'score': 0.26346874237060547}]","[{'label': 'joy', 'score': 0.7601993083953857}]"
173050650,This is a good game but the Early Access version campaign only has two levels. I would wait for the final release.,"[{'label': '3 stars', 'score': 0.5620893239974976}]","[{'label': 'neutral', 'score': 0.7390859723091125}]"
173036426,it is ok,"[{'label': '3 stars', 'score': 0.7297829389572144}]","[{'label': 'neutral', 'score': 0.5069060921669006}]"
173011985,good strategy easy going,"[{'label': '4 stars', 'score': 0.5282304286956787}]","[{'label': 'joy', 'score': 0.6003742218017578}]"
172998565,"I will leave the cat here, so that everybody who passes by can pet it and give it a thumbs up and awards ／＞ フ | _ _ l ／` ミ＿xノ / | / ヽ ﾉ │ | | | ／￣| | | | | (￣ヽ＿_ヽ_)__) ＼二つ","[{'label': '5 stars', 'score': 0.32967516779899597}]","[{'label': 'neutral', 'score': 0.7310649752616882}]"
172493609,good,"[{'label': '4 stars', 'score': 0.49696317315101624}]","[{'label': 'neutral', 'score': 0.6325141787528992}]"
172477953,"The animation is great, it gives you that old school unit vs unit feel. I enjoy the challenge of the different games types and would recommend this if you enjoy base defense as a next gen evolution.","[{'label': '4 stars', 'score': 0.510575532913208}]","[{'label': 'joy', 'score': 0.9788476824760437}]"
172189905,"Classic RTS elements and wave defense. Unit pathing leaves a little bit to be desired sometimes, and I wish you could build roads to increase allied unit movespeed. Good game, worth playing for a while.","[{'label': '4 stars', 'score': 0.7501587867736816}]","[{'label': 'neutral', 'score': 0.766404390335083}]"
172121246,Tasty game,"[{'label': '5 stars', 'score': 0.45532843470573425}]","[{'label': 'disgust', 'score': 0.7642160058021545}]"
172007191,game is fun,"[{'label': '4 stars', 'score': 0.5191668272018433}]","[{'label': 'joy', 'score': 0.9620947241783142}]"
171975726,its dope,"[{'label': '3 stars', 'score': 0.3409450352191925}]","[{'label': 'disgust', 'score': 0.7326988577842712}]"
171904253,"Building a city that is functional is somewhat low down on the list of things to do in this game. There aren't even roads. There's barely any building options either. Even the defences are hugely lacking. Combat is ""meh"", there's very little choice and ranged units seem to overpower most of the melee units.","[{'label': '2 stars', 'score': 0.5152626633644104}]","[{'label': 'neutral', 'score': 0.5795518159866333}]"
171792007,"lack of a campaign is very disappointing, i cant recommend you buy this game but i do enjoy it a lot","[{'label': '3 stars', 'score': 0.47415319085121155}]","[{'label': 'sadness', 'score': 0.904701828956604}]"
171790689,"Until they release more Campaign levels I can't recommend this game. You can play endless, sandbox, or challenge mode instead if you want but $25 (at time of writing) for a singleplayer game with only two campaign levels out is ridiculous. When you load the game you can see in the campaign menu where they put something along the lines of ""the rest of the campaign levels will be added when the game leaves early access."" It's been in early access for almost three years now. You could just release a few levels at a time until they're all finished. I liked the first two campaign levels, I just want the rest. Don't buy the game until it's out of EA.","[{'label': '2 stars', 'score': 0.48288851976394653}]","[{'label': 'disgust', 'score': 0.4137256145477295}]"
171783021,game crash on steam deck,"[{'label': '1 star', 'score': 0.7328919172286987}]","[{'label': 'sadness', 'score': 0.5166839361190796}]"
171698331,There are billions of options but diplomacy,"[{'label': '3 stars', 'score': 0.3042389452457428}]","[{'label': 'neutral', 'score': 0.9431365132331848}]"
171693030,Great fun,"[{'label': '5 stars', 'score': 0.7159931063652039}]","[{'label': 'joy', 'score': 0.9607941508293152}]"
171688135,"I don't take the time to review many games. But this here is hands down one of my favorite RTS games period. My top 5 favorite RTS/ Strategy games or series I can say. Would be Stronghold series, Age of mythology/ empires, Starcraft, Black and White 1 & 2, then now Diplomacy is not an option. This game reminds me of a new Stronghold game. It has some neat QOL features and mechanics. It is a full blown nostalgic trip and an addiction. I can't get enough of this game right now. Plus the procedural generation is a smart and great replay value. It helps with new tactics or strategies. It changes where resources or enemies may be. It changes the way you think in playstyle. I could say so much more. But it's still early access. So I want to leave room for more. When full release comes. I love the magic system and how upgrades work. I can't stop thinking about it. Even as I'm writing this at work. I just want to play Diplomacy. If you like Stronghold or RTS games. This game is 1000% recommended. I actually plan on picking there other game up too. This company deserves to have high praise. Great game here and one of the best times I've had, since playing Stronghold. I think this and the new Age of Mythology Remake will be getting lots of hours in the coming years. Absolutely a phenomenal time to be had and many hours lost. You just want to keep playing one more game.","[{'label': '5 stars', 'score': 0.5584825873374939}]","[{'label': 'neutral', 'score': 0.6366161108016968}]"
171682501,Age of darkness but cartoony,"[{'label': '3 stars', 'score': 0.4003399908542633}]","[{'label': 'sadness', 'score': 0.48457732796669006}]"
171571971,10/10,"[{'label': '5 stars', 'score': 0.8239476084709167}]","[{'label': 'neutral', 'score': 0.5389984250068665}]"
171555770,"Bought 6 games and downloaded a free one, during Tower defense fest. This was the easiest to pick up, play, understand, and most importantly, know why you are doing the things you're doing. Great game that will only improve. Hard if you want, easy if you want. Something for everyone.","[{'label': '5 stars', 'score': 0.8278856873512268}]","[{'label': 'neutral', 'score': 0.8607886433601379}]"
